RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
8744,15767234,Brown,460,France,Female,50,2,0.0,4,1,1,61310.24505028688,0
8745,15694701,Jones,757,Spain,Female,38,0,192472.69352847466,4,1,0,139019.74043968762,1
8746,15595131,Garcia,366,Spain,Female,39,10,0.0,1,1,0,81721.2608875917,1
8747,15594535,Miller,751,France,Female,40,3,212266.4920833066,1,1,0,54572.6208010159,1
8748,15590136,Davis,575,France,Female,43,3,108833.85533186088,1,0,0,104918.51237583716,1
8749,15652913,Rodriguez,489,Spain,Male,26,9,24112.37659527987,1,0,1,97849.53399179713,0
8750,15621498,Martinez,493,France,Male,57,3,129417.60224193447,2,1,1,164613.05026153897,1
8751,15620256,Smith,609,Germany,Male,38,3,0.0,1,1,1,139247.9950129802,0
8752,15651051,Johnson,566,Spain,Male,44,8,158779.25570756674,2,1,0,62092.15771135526,1
8753,15580417,Williams,511,France,Female,54,10,88578.55090350841,1,0,1,161224.81365555568,1
8754,15625962,Brown,441,France,Female,38,0,0.0,2,0,1,119622.56164764344,1
8755,15829840,Jones,523,Spain,Male,29,8,105621.07023742412,2,1,0,67922.1551911421,1
8756,15588115,Garcia,680,France,Male,28,6,0.0,1,1,1,162100.27890083016,1
8757,15710617,Miller,554,France,Male,34,4,104077.94590681935,1,1,1,74035.11735528044,1
8758,15733432,Davis,764,France,Male,42,1,62392.98505065416,2,1,1,10579.723934032216,0
8759,15581223,Rodriguez,502,France,Female,43,9,241984.55170978518,2,0,1,175776.4951674522,1
8760,15705297,Martinez,452,France,Female,50,9,165747.79928473703,4,1,0,88937.49305154925,1
8761,15596547,Smith,551,Spain,Female,23,9,25068.17335388306,1,1,1,64520.820419541655,0
8762,15680631,Johnson,629,Germany,Female,41,3,183618.7079525246,3,0,1,182713.0997970504,1
8763,15852244,Williams,414,Spain,Male,45,10,139671.68338297936,1,1,1,50376.85701107089,0
8764,15771933,Brown,466,Germany,Female,44,3,6445.564706940743,1,1,0,194033.54053046493,1
8765,15789435,Jones,502,France,Male,18,3,160660.67129653323,3,1,1,5718.175234159378,1
8766,15785440,Garcia,505,France,Female,35,10,0.0,1,1,0,133945.2567284741,1
8767,15688883,Miller,513,Spain,Male,47,1,4988.618947407625,1,1,0,11945.88327005213,1
8768,15614292,Davis,431,Spain,Male,30,7,165747.79928473703,1,0,0,18185.456877229666,1
8769,15717487,Rodriguez,355,Spain,Male,27,3,60135.25828372965,1,1,1,192153.66375456055,1
8770,15649807,Martinez,671,Spain,Female,44,8,0.0,1,1,1,184070.3308194798,1
8771,15643719,Smith,416,Spain,Male,41,1,47213.44221393189,1,0,0,168763.7978541387,1
8772,15730187,Johnson,587,France,Male,41,6,0.0,1,1,1,135795.49175327085,0
8773,15686533,Williams,421,Spain,Female,32,4,0.0,2,1,0,93353.53206918895,1
8774,15652277,Brown,444,Spain,Female,25,4,0.0,3,1,1,135625.0688067633,0
8775,15775716,Jones,653,Germany,Female,48,6,0.0,1,1,0,111464.74239907428,1
8776,15820365,Garcia,816,Spain,Female,72,3,243395.1528463618,1,1,0,170440.35704701123,1
8777,15742241,Miller,847,Spain,Female,22,2,216025.83641838748,3,1,0,148699.39928235512,1
8778,15776475,Davis,675,Spain,Male,49,8,0.0,1,1,0,136200.98281256057,0
8779,15768881,Rodriguez,427,Germany,Female,37,2,0.0,2,1,1,38656.71081896971,1
8780,15658209,Martinez,416,Germany,Male,42,4,81341.0860183964,1,1,1,131792.40702912805,0
8781,15760106,Smith,525,Germany,Male,38,1,21206.628556046187,2,1,1,97298.31921311193,1
8782,15608165,Johnson,670,Spain,Male,60,6,239152.2568629324,2,1,1,155600.54498769421,1
8783,15719696,Williams,521,France,Female,30,10,0.0,3,1,1,90938.62097042681,1
8784,15681763,Brown,827,Spain,Male,32,6,97789.31768629528,1,1,0,99566.24114734257,1
8785,15664085,Jones,604,Spain,Female,39,4,27950.150784723486,1,1,1,83029.47076443967,1
8786,15764392,Garcia,412,Germany,Female,44,7,13542.73896897748,1,1,1,196836.37839746504,1
8787,15742919,Miller,651,France,Female,52,8,129592.30075373405,4,1,1,118747.20490977996,1
8788,15582841,Davis,752,Spain,Male,43,3,0.0,1,1,1,182279.36078147014,1
8789,15830515,Rodriguez,595,France,Male,41,10,192982.5889227761,1,1,1,174364.73208394877,1
8790,15610213,Martinez,541,Germany,Female,34,1,65670.76592288415,3,1,1,150555.94598567454,1
8791,15669266,Smith,816,France,Male,44,1,135863.30347144723,2,1,1,100906.50167030084,1
8792,15711464,Johnson,678,Spain,Female,31,10,2791.0837589325,1,1,1,107696.27345147991,1
8793,15731035,Williams,420,France,Male,41,3,0.0,1,0,1,186857.2926696236,1
8794,15751665,Brown,715,France,Male,36,5,0.0,1,0,1,46146.86754345006,1
8795,15591296,Jones,578,Spain,Female,29,5,134869.8412075308,4,0,0,156759.93083750326,1
8796,15753980,Garcia,783,France,Female,54,1,153306.45579195087,1,1,0,59490.89208290252,1
8797,15812362,Miller,412,Spain,Male,29,0,85817.3392910343,1,1,1,11674.44931193064,1
8798,15730213,Davis,646,Germany,Male,35,1,0.0,1,1,1,78984.23812915098,1
8799,15836475,Rodriguez,594,Germany,Female,23,7,127877.54896479956,1,1,0,104484.21756674735,0
8800,15826001,Martinez,356,France,Male,37,4,0.0,1,1,0,26382.05920939757,1
8801,15805345,Smith,742,Germany,Female,43,2,246462.02179077335,2,1,0,149436.26836108317,1
8802,15795521,Johnson,609,France,Male,29,8,0.0,2,1,0,148453.99256918492,0
8803,15774291,Williams,438,Germany,Female,20,6,0.0,2,1,1,146137.39729562376,1
8804,15639892,Brown,526,Germany,Male,35,7,236721.61538857422,1,1,1,64203.988740846224,1
8805,15666292,Jones,553,France,Male,37,5,45803.30061644281,2,1,0,99564.43075212614,0
8806,15629454,Garcia,483,France,Male,36,6,0.0,1,0,0,34786.94571140281,1
8807,15626221,Miller,431,France,Male,54,2,15922.618663878535,3,0,1,87599.97177970408,0
8808,15831853,Davis,837,Germany,Male,42,0,0.0,1,0,0,191062.18402445197,0
8809,15828341,Rodriguez,370,France,Female,41,0,120311.86568282565,1,0,0,60505.56536501227,1
8810,15851057,Martinez,748,Spain,Female,42,0,123482.97116931387,1,0,0,9795.617890405592,1
8811,15848482,Smith,477,Spain,Female,42,10,129713.20041786077,3,1,0,62484.22401948643,1
8812,15685819,Johnson,544,Germany,Female,34,10,13625.876059459362,3,0,1,167024.90085080845,1
8813,15780119,Williams,543,Germany,Male,29,6,122035.9393497508,1,1,1,181362.50508121654,1
8814,15837729,Brown,533,France,Female,63,1,7654.513155503223,1,1,0,1918.1404981231026,1
8815,15682182,Jones,596,Spain,Female,37,5,103476.17902556455,2,1,0,96066.18627617577,1
8816,15633960,Garcia,710,Germany,Male,39,0,0.0,2,0,0,189623.8481773874,1
8817,15615511,Miller,709,Germany,Male,39,9,87731.28763936022,1,1,0,25146.982237224882,1
8818,15695627,Davis,673,France,Male,31,7,165917.51515593735,1,1,1,12534.231453694909,0
8819,15570462,Rodriguez,509,France,Female,40,4,42162.548086756346,2,1,1,151618.30205317258,0
8820,15824115,Martinez,543,France,Female,26,8,0.0,1,1,0,128010.1568358431,1
8821,15582076,Smith,459,France,Male,46,2,220728.1913692903,1,0,1,144240.46744657354,1
8822,15803818,Johnson,762,France,Male,36,1,0.0,1,1,0,54373.03917259137,0
8823,15727338,Williams,415,France,Female,50,7,169238.66907184737,3,1,1,80673.4622486778,1
8824,15668355,Brown,767,Spain,Male,44,10,0.0,1,1,0,114729.4792923221,0
8825,15723846,Jones,603,France,Male,42,4,0.0,1,1,1,152230.4552156897,0
8826,15766499,Garcia,632,Spain,Male,31,0,17679.662828138848,1,1,0,63744.095771577275,1
8827,15698656,Miller,409,France,Female,39,10,149370.95725933881,1,0,1,81100.45763251935,1
8828,15746402,Davis,467,Germany,Male,46,5,132983.28802723682,1,1,1,107290.64535466256,1
8829,15760943,Rodriguez,772,Germany,Male,40,2,58651.60420343898,2,0,1,1266.2269665330953,0
8830,15640190,Martinez,393,Spain,Male,25,7,21511.38535506017,1,1,1,169394.40753429884,1
8831,15574082,Smith,835,Germany,Male,48,5,0.0,2,0,0,124801.68824150927,0
8832,15710568,Johnson,559,France,Male,46,1,0.0,1,1,1,16486.52845575161,1
8833,15628700,Williams,385,Germany,Male,23,5,0.0,1,0,0,70692.54707738353,1
8834,15735265,Brown,368,France,Male,40,2,123440.39731962634,1,1,0,35828.43767656739,0
8835,15717307,Jones,440,France,Male,47,6,23889.985937646878,1,0,0,7957.488231009876,1
8836,15585697,Garcia,650,France,Male,33,0,126943.1872469294,1,1,0,62220.42436632556,1
8837,15768862,Miller,561,Spain,Male,25,0,195119.33264283836,2,0,0,174608.25191221808,1
8838,15671383,Davis,754,France,Male,28,9,0.0,3,1,1,13482.43025125823,0
8839,15726178,Rodriguez,756,Spain,Male,37,3,0.0,1,0,1,175463.47234366144,1
8840,15823673,Martinez,571,France,Female,48,6,52564.303446481084,3,1,0,43644.99997452716,1
8841,15637026,Smith,566,Germany,Male,28,3,161287.38918705715,2,1,1,191065.53095915826,1
8842,15594631,Johnson,572,Spain,Male,28,8,141996.32134259414,1,1,0,43943.75802028551,0
8843,15583230,Williams,760,France,Male,35,7,48180.38054992454,1,1,0,171200.58554327095,0
8844,15619247,Brown,447,France,Male,45,4,0.0,2,1,0,183531.0201346438,1
8845,15835787,Jones,805,Germany,Female,56,0,0.0,2,1,1,184421.979007787,1
8846,15835393,Garcia,368,France,Female,39,2,211205.01357218105,3,1,1,24759.18190722968,1
8847,15747789,Miller,646,Spain,Male,32,7,221920.72625582083,2,1,1,134220.0058880192,0
8848,15663481,Davis,375,Spain,Male,31,6,0.0,2,1,0,164678.2266123798,1
8849,15828141,Rodriguez,377,France,Female,52,7,238758.56867338796,1,1,0,147190.45297249916,1
8850,15633646,Martinez,413,France,Male,26,0,0.0,1,0,0,94702.13820469352,1
8851,15625681,Smith,673,France,Male,40,1,0.0,1,1,0,188272.6229423883,1
8852,15731002,Johnson,572,France,Male,52,9,57852.749214138414,2,0,0,35972.10545721042,0
8853,15662083,Williams,429,France,Male,37,6,0.0,2,0,1,175519.01088164226,0
8854,15619145,Brown,400,France,Female,28,4,174099.57335341626,3,0,1,48227.443650387795,0
8855,15825887,Jones,807,France,Male,44,4,174099.57335341626,1,1,1,90113.68313243537,0
8856,15723940,Garcia,451,France,Male,40,9,1006.4959016842512,2,1,1,92513.52139553908,1
8857,15660228,Miller,525,Germany,Male,43,8,0.0,2,1,1,57890.33070190561,1
8858,15649038,Davis,359,Spain,Male,44,0,62495.54147924355,1,1,1,56830.657189487814,1
8859,15638595,Rodriguez,586,Germany,Female,44,4,0.0,1,1,1,74717.93667807034,1
8860,15628839,Martinez,806,France,Male,41,6,36414.400907460455,1,1,1,2598.2946216995483,0
8861,15850433,Smith,772,France,Male,45,4,165485.49245437974,1,0,0,48399.15755281365,1
8862,15648739,Johnson,449,Germany,Male,52,9,177490.5201544302,1,1,1,190246.7548197761,1
8863,15704410,Williams,848,Spain,Male,31,10,0.0,4,0,1,143828.07038241936,0
8864,15834767,Brown,727,France,Male,36,6,0.0,3,1,0,88940.54079684979,1
8865,15659398,Jones,577,France,Male,46,0,16364.671691395106,2,1,0,205.87330613855548,1
8866,15741494,Garcia,752,Spain,Male,38,4,59400.909461351235,2,1,0,141621.9890822373,0
8867,15817798,Miller,413,Germany,Male,26,5,0.0,2,1,0,98589.21081426149,0
8868,15765716,Davis,729,France,Female,42,5,235884.85793400664,1,1,0,131262.21334720525,0
8869,15690039,Rodriguez,368,Spain,Female,34,3,104128.03349213918,1,1,0,78871.7366409569,1
8870,15593544,Martinez,681,Spain,Male,60,4,0.0,1,0,0,165.47621209125762,0
8871,15705819,Smith,667,Germany,Male,48,7,34428.98537005537,1,0,1,116732.12731772111,1
8872,15793698,Johnson,490,Germany,Female,50,5,57384.9075298791,1,1,0,157670.0902973804,1
8873,15692118,Williams,374,France,Male,39,0,2551.2562872164744,1,0,1,43333.550792910995,0
8874,15682286,Brown,577,Spain,Male,42,4,181341.27779736253,1,1,1,132543.38191597653,0
8875,15596047,Jones,438,Germany,Male,35,6,0.0,1,1,0,70309.19181128117,1
8876,15785057,Garcia,441,Spain,Female,30,7,0.0,1,1,0,166633.80449685978,1
8877,15668092,Miller,391,Germany,Female,29,3,36324.604538594984,1,1,1,87578.66417956771,1
8878,15709336,Davis,722,Germany,Male,60,1,185212.5102168643,1,1,1,12547.15797418654,0
8879,15742833,Rodriguez,644,France,Female,42,3,220275.46877407923,1,0,1,105850.15847303509,1
8880,15826310,Martinez,763,France,Male,25,5,0.0,1,1,1,121532.41162939685,1
8881,15687644,Smith,738,Germany,Male,48,5,76762.09592238448,2,1,1,63937.5667198879,1
8882,15811235,Johnson,430,France,Male,65,5,86405.15184694226,1,1,1,15531.108988617169,1
8883,15730463,Williams,751,France,Male,23,0,103320.83175592197,2,1,1,150630.6925196612,1
8884,15791485,Brown,456,France,Female,45,10,208973.26861708128,2,0,0,108181.53982216929,1
8885,15580626,Jones,460,Germany,Female,27,6,0.0,4,1,1,41954.5522957209,1
8886,15783560,Garcia,626,France,Male,50,6,0.0,1,1,0,37486.07829057869,1
8887,15648885,Miller,563,Spain,Male,18,4,240556.24084382606,2,1,1,109195.5655683671,1
8888,15642216,Davis,580,France,Female,39,3,0.0,1,0,0,61933.6452202117,0
8889,15765031,Rodriguez,655,France,Female,43,10,39871.90330152762,1,1,1,138248.39993548393,0
8890,15702128,Martinez,470,France,Female,25,2,45049.0983539632,2,0,0,69760.36890805884,1
8891,15791108,Smith,483,France,Male,43,10,0.0,1,1,1,94099.23952398627,0
8892,15666555,Johnson,655,Germany,Female,34,10,142062.61121286775,3,1,0,11953.558286830972,0
8893,15740682,Williams,557,Germany,Female,56,10,41288.53951879194,2,1,0,92197.24887722282,1
8894,15785379,Brown,799,Germany,Male,24,7,82184.59681325845,1,0,1,2035.7315935102195,0
8895,15694202,Jones,720,France,Female,48,10,172567.3074813871,2,1,0,72142.17590102866,1
8896,15682062,Garcia,606,Spain,Male,38,7,171406.3419224219,1,1,1,62053.96182423956,0
8897,15750512,Miller,534,France,Female,51,2,197257.8543532165,1,1,1,151247.78737639808,1
8898,15773593,Davis,635,France,Male,52,10,0.0,1,0,0,153757.20015568315,1
8899,15652974,Rodriguez,791,Spain,Female,36,10,155954.69185895022,3,1,1,83756.16707022855,1
8900,15851086,Martinez,712,Spain,Female,38,4,182673.8567367456,1,0,0,195175.395626527,0
8901,15616519,Smith,529,France,Male,48,7,237132.8729903007,2,1,0,50023.567384478425,1
8902,15717668,Johnson,770,France,Female,44,9,27950.150784723486,2,0,1,33160.299247897194,0
8903,15759182,Williams,397,Germany,Male,37,9,231637.2651466087,2,1,0,162864.98146213405,1
8904,15684343,Brown,436,France,Female,30,5,0.0,1,1,0,102026.82068679779,1
8905,15850534,Jones,734,Germany,Female,42,1,130763.96768096088,2,0,0,39071.894987727814,1
8906,15761129,Garcia,368,Germany,Male,27,0,0.0,2,1,1,66593.42409775541,1
8907,15789784,Miller,395,Spain,Male,45,6,80299.18842265368,2,1,1,18939.30719025811,1
8908,15661388,Davis,800,France,Male,50,1,0.0,1,1,0,139246.7382528595,0
8909,15851210,Rodriguez,735,Germany,Male,30,9,0.0,1,0,0,99363.24073070688,1
8910,15702799,Martinez,405,France,Male,34,9,13971.906302926884,1,1,1,112856.57627144645,1
8911,15707255,Smith,578,France,Female,32,3,140869.92117733933,1,1,1,14877.539586122373,1
8912,15677806,Johnson,494,Germany,Male,49,10,0.0,1,1,1,139866.3143284512,1
8913,15679585,Williams,441,France,Female,39,5,192605.18425707586,2,1,1,58772.269242443566,1
8914,15672669,Brown,431,France,Female,35,6,175459.9198986194,1,0,0,32011.076242231098,1
8915,15787417,Jones,574,Spain,Female,45,6,0.0,2,0,0,84941.53909882178,1
8916,15647702,Garcia,428,Spain,Male,34,6,136749.33661140068,4,0,0,170914.21392056497,1
8917,15605468,Miller,499,France,Female,36,3,185661.30070043652,2,1,1,74312.48833414508,1
8918,15595251,Davis,710,France,Male,27,10,62857.99079110124,1,0,1,21814.694371988833,0
8919,15710606,Rodriguez,632,France,Female,47,9,106600.72420386957,1,1,0,188436.2855750788,0
8920,15699743,Martinez,660,France,Female,28,9,209799.42627826158,4,1,1,127845.11304197754,0
8921,15664016,Smith,834,Germany,Male,53,5,201341.17589842607,1,0,0,60323.842617481714,1
8922,15661195,Johnson,509,Spain,Male,41,2,139525.42155727366,1,1,1,116592.65720463393,1
8923,15693125,Williams,665,Spain,Male,37,7,34229.681066683865,1,0,1,18073.092192997534,1
8924,15648382,Brown,714,France,Female,38,0,27797.376677926088,1,1,0,112858.26515627361,1
8925,15745950,Jones,816,France,Male,56,7,121591.10462083064,2,1,1,163867.42498841614,0
8926,15818112,Garcia,505,France,Female,25,4,32086.960384134276,1,0,0,27683.05468661749,1
8927,15758274,Miller,505,France,Male,26,7,53620.9119033744,1,1,0,166925.43271885905,1
8928,15594601,Davis,725,France,Male,48,3,86380.18232916972,1,1,0,110584.20792416476,0
8929,15579827,Rodriguez,551,France,Male,29,1,44629.0740926672,1,1,0,38482.12493843077,1
8930,15676899,Martinez,817,France,Male,31,3,197838.53881312808,3,1,1,42266.33114406036,1
8931,15767463,Smith,758,Germany,Male,34,10,0.0,3,1,1,176627.08901950455,1
8932,15784517,Johnson,690,Germany,Female,50,7,0.0,1,1,1,95156.42824095856,0
8933,15782352,Williams,811,Spain,Female,47,9,126002.42928413075,1,1,0,56576.70395904074,0
8934,15582679,Brown,691,France,Female,37,0,137838.05264971487,1,1,1,50502.468418829885,1
8935,15622045,Jones,466,Germany,Female,43,10,180478.0742478803,2,1,0,80031.78534600898,1
8936,15828900,Garcia,503,Germany,Male,42,4,174430.78355688707,1,1,1,155544.73002956525,1
8937,15641283,Miller,713,France,Female,28,10,0.0,1,1,0,5356.857172755023,0
8938,15798160,Davis,680,Spain,Male,29,5,190363.83280086814,1,1,0,21546.86466010379,0
8939,15646915,Rodriguez,468,Germany,Male,18,3,122047.99393924729,1,0,0,88941.71599432314,1
8940,15788933,Martinez,548,Spain,Male,53,3,31503.93351238881,1,1,1,181547.65918780921,1
8941,15604426,Smith,750,France,Male,32,3,97093.05963242553,1,0,1,176721.27573461298,1
8942,15811421,Johnson,815,France,Male,39,2,194251.36512398825,1,1,0,156248.82913795012,0
8943,15619034,Williams,612,Spain,Female,44,9,13935.990712128976,3,1,1,195768.2507062429,1
8944,15827611,Brown,533,France,Male,29,4,89442.32787411638,1,1,1,21522.064049724137,0
8945,15730744,Jones,797,Germany,Female,30,5,62178.32434983142,2,1,0,176688.9463172274,1
8946,15761922,Garcia,497,Spain,Male,29,2,82536.88031867545,4,1,1,4011.891997907463,1
8947,15847321,Miller,515,France,Female,18,10,209068.83786195397,1,1,0,83018.50910609006,0
8948,15817532,Davis,424,Spain,Female,38,10,0.0,1,1,0,45113.04376524673,1
8949,15765823,Rodriguez,585,Spain,Male,62,2,0.0,1,1,1,72579.37359820204,0
8950,15772299,Martinez,663,France,Male,33,8,45469.35660285406,1,1,1,194793.82854222995,1
8951,15680533,Smith,621,France,Male,33,1,0.0,2,1,0,65812.92267143472,1
8952,15708891,Johnson,528,Germany,Female,35,5,120890.59653149273,2,0,1,125913.66501538458,0
8953,15747302,Williams,632,Spain,Female,42,7,99763.10075325065,2,1,0,137675.01008661347,1
8954,15634383,Brown,400,France,Female,47,7,193291.67683271886,1,1,0,109915.48633588903,1
8955,15788710,Jones,424,France,Male,30,0,0.0,2,0,0,18207.06278023339,1
8956,15812254,Garcia,493,Spain,Male,43,0,99361.22140873113,2,0,0,171204.95279017327,1
8957,15701187,Miller,692,Spain,Female,38,7,220320.07351493908,2,1,1,157463.62367633235,0
8958,15648731,Davis,537,France,Male,41,0,96376.88545805193,1,1,0,149905.49365978438,1
8959,15686061,Rodriguez,472,Spain,Female,43,2,0.0,2,1,1,182094.43311638682,0
8960,15700710,Martinez,681,France,Male,29,8,6696.603970031634,2,1,0,69481.37713662085,0
8961,15735438,Smith,600,France,Female,33,2,192441.39589729975,3,1,1,115218.10832529255,1
8962,15680061,Johnson,645,Spain,Male,43,1,178054.27607611116,1,0,0,156657.82948310015,1
8963,15829595,Williams,672,France,Male,37,0,147102.74888988023,1,0,0,88893.83859173728,1
8964,15630719,Brown,479,Germany,Female,46,0,41282.386720416565,2,1,0,192608.29590277528,1
8965,15806605,Jones,601,France,Female,36,9,14779.868208567526,1,1,1,169738.83761163324,0
8966,15702518,Garcia,707,Spain,Female,49,2,113097.84007916326,1,1,1,106129.65068119853,1
8967,15758504,Miller,781,France,Female,19,5,121371.67448228937,3,1,0,29473.58647753261,0
8968,15652685,Davis,529,France,Male,42,6,0.0,1,0,0,100741.09235237334,0
8969,15758309,Rodriguez,757,Germany,Female,26,5,180755.51167716802,1,1,0,41397.580724708314,1
8970,15577851,Martinez,698,France,Female,50,5,185514.2306253552,2,1,1,81321.72941520983,1
8971,15841251,Smith,844,Spain,Female,37,8,0.0,2,0,1,53114.580097600316,0
8972,15716554,Johnson,459,Spain,Female,35,3,244127.32854680653,1,0,1,162589.58302190484,1
8973,15754190,Williams,831,Spain,Female,30,4,97911.51144870259,1,0,0,51887.849586132106,0
8974,15584026,Brown,817,Germany,Female,45,0,12362.5988298805,2,1,1,118297.57833305215,1
8975,15765457,Jones,687,Spain,Male,44,3,239030.0598561595,2,1,0,10443.389585847375,1
8976,15770242,Garcia,427,Spain,Male,36,9,89519.11684119787,1,0,1,150789.76710615534,1
8977,15583370,Miller,815,Germany,Male,45,5,193291.67683271886,2,1,0,89783.51515401927,1
8978,15773537,Davis,351,Germany,Female,41,6,215150.74496953076,1,1,1,83196.6212921722,1
8979,15698616,Rodriguez,670,France,Female,39,10,41494.78332985196,1,1,1,87054.83455740767,0
8980,15762382,Martinez,625,Spain,Female,46,1,199629.96008838335,2,1,0,142560.0139080981,0
8981,15616513,Smith,639,France,Male,57,9,152514.38858115594,1,0,0,86238.56068988824,1
8982,15843904,Johnson,646,France,Male,41,5,154147.91576029954,1,1,0,147494.13438559123,1
8983,15818563,Williams,518,France,Female,41,2,73981.29041703056,1,0,0,56597.02717361164,0
8984,15737541,Brown,589,Germany,Male,48,6,164417.20847739602,2,0,1,192112.32951174682,0
8985,15591096,Jones,808,Spain,Male,29,8,66661.15448522386,3,1,1,102100.0539408531,1
8986,15848047,Garcia,824,Spain,Male,37,10,225146.69092463603,1,1,0,116721.20941350005,1
8987,15795408,Miller,372,France,Female,35,3,158159.77937610066,1,1,1,139006.83266150212,1
8988,15812882,Davis,643,France,Female,42,7,0.0,1,1,1,116935.9634829766,0
8989,15769821,Rodriguez,521,Germany,Female,41,9,49607.632616129355,1,1,0,112824.58283275108,1
8990,15790540,Martinez,672,France,Female,56,5,0.0,1,1,0,493.7375010017608,0
8991,15785583,Smith,667,France,Male,53,2,12404.325313270681,1,0,0,91920.3278540424,1
8992,15668936,Johnson,745,France,Female,23,2,135562.73766449915,2,1,0,173358.98742595618,1
8993,15611211,Williams,635,Spain,Male,42,2,106578.9853188524,2,1,1,184767.3277896945,0
8994,15653646,Brown,828,France,Female,46,3,204481.02072604143,1,1,1,57655.8600061391,0
8995,15808503,Jones,692,France,Female,39,1,133156.66110194015,2,1,1,141660.1677554885,1
8996,15815869,Garcia,542,Spain,Female,33,4,0.0,1,1,1,171702.59708904094,0
8997,15568582,Miller,518,France,Female,52,7,212865.95004150478,1,1,0,88069.5978948604,1
8998,15677561,Davis,753,Germany,Male,42,6,198857.33291764618,1,1,0,119576.81925066533,1
8999,15732116,Rodriguez,467,France,Male,28,8,106719.50905654757,1,0,0,127986.2647339479,1
9000,15705429,Martinez,355,France,Male,48,2,88358.47768078644,2,0,1,189802.24237946866,1
9001,15833586,Smith,680,Spain,Male,43,3,121317.9439461487,1,1,1,96410.81218907889,0
9002,15713434,Johnson,832,Germany,Female,32,7,99243.99388007408,1,1,1,155659.54574202118,1
9003,15668267,Williams,481,Germany,Male,31,9,99338.18616718568,2,1,0,37393.75158893453,1
9004,15636941,Brown,442,Spain,Female,31,10,49631.90848061488,1,1,1,117154.50501082478,1
9005,15672599,Jones,600,France,Male,50,2,126346.86235171733,1,1,0,91151.21184451791,1
9006,15775005,Garcia,359,France,Male,44,0,131303.33528443595,2,0,1,45951.9987919925,1
9007,15646223,Miller,400,France,Female,48,1,0.0,1,1,1,2730.5622845669427,1
9008,15711213,Davis,698,Germany,Male,41,9,184923.03836668917,2,1,0,118230.32888811086,0
9009,15684808,Rodriguez,643,Germany,Male,32,9,0.0,2,1,1,161836.85824406144,0
9010,15588163,Martinez,478,Germany,Female,31,7,0.0,2,1,1,161433.46413924624,1
9011,15845666,Smith,837,France,Female,49,6,0.0,1,1,1,77913.09804495166,0
9012,15658590,Johnson,741,Spain,Female,43,3,0.0,1,0,0,36173.856811998114,0
9013,15654653,Williams,598,Spain,Male,36,7,0.0,1,1,1,188666.20116061618,1
9014,15759297,Brown,451,Spain,Female,39,2,0.0,1,1,0,76348.96905119575,1
9015,15743206,Jones,686,Spain,Male,48,0,0.0,4,1,0,69563.00587829694,1
9016,15787277,Garcia,432,Germany,Male,44,3,0.0,2,1,0,122971.51178997343,1
9017,15785094,Miller,540,France,Male,38,5,0.0,1,1,0,88021.62300413006,1
9018,15841156,Davis,766,France,Female,38,5,0.0,2,1,0,68777.15170967368,1
9019,15819785,Rodriguez,492,France,Male,33,3,163890.4601348295,2,1,1,64997.66236833502,1
9020,15695167,Martinez,586,France,Female,39,7,180243.50130225884,2,1,0,78455.62490570931,1
9021,15596232,Smith,636,France,Male,36,8,187395.75666309934,1,1,1,137069.04506389267,0
9022,15580289,Johnson,626,France,Male,38,1,9458.112809265145,1,1,1,2312.3755821230448,1
9023,15709153,Williams,736,France,Male,33,2,0.0,2,1,1,40589.72860723096,0
9024,15739418,Brown,731,Spain,Male,25,7,83669.00540830095,1,1,0,51134.95930201085,1
9025,15727630,Jones,799,Germany,Male,48,0,106506.96342423171,2,1,1,199912.20640523417,1
9026,15587412,Garcia,640,Germany,Female,44,0,3593.612534052271,2,1,1,176814.9886293928,0
9027,15701870,Miller,518,France,Male,36,6,91509.14663599177,1,0,0,84244.62288265015,1
9028,15725166,Davis,792,France,Female,35,9,101033.10067942576,1,1,1,140247.7338175051,0
9029,15849921,Rodriguez,493,France,Female,25,6,0.0,1,1,1,47152.96854155899,0
9030,15726090,Martinez,533,Germany,Female,49,6,0.0,1,1,1,187817.79398426582,1
9031,15624181,Smith,394,Spain,Male,51,4,20547.160162247168,1,0,0,185608.18697462467,1
9032,15834889,Johnson,592,France,Female,38,6,9958.474031159125,4,0,0,32399.409497225042,1
9033,15816010,Williams,664,Germany,Male,42,8,164438.24772050855,2,1,1,185679.548126863,1
9034,15621187,Brown,783,France,Male,29,5,247544.46197746776,1,1,0,82094.07363170154,0
9035,15620863,Jones,818,Germany,Male,39,5,228968.21203605615,1,0,0,98464.96379664027,1
9036,15776060,Garcia,617,France,Male,32,2,0.0,1,0,1,138496.2788066639,0
9037,15595583,Miller,825,France,Female,32,6,43832.176696404604,1,0,1,95732.92333001744,1
9038,15619779,Davis,602,Spain,Male,36,5,148944.248750434,3,0,1,114588.83303577134,1
9039,15804381,Rodriguez,745,Germany,Male,34,4,21732.810933114077,1,0,1,89518.52062845523,0
9040,15674431,Martinez,638,Germany,Male,37,2,0.0,1,0,0,13450.340730657304,0
9041,15740599,Smith,561,Spain,Female,49,2,0.0,1,1,1,110099.62262412072,1
9042,15664639,Johnson,837,France,Female,18,5,78354.57177215302,1,1,1,9858.149648060597,0
